Text,Label
You're the real deal.,Not-Bullying
This deserves to be framed.,Not-Bullying
Your photos are poetry.,Not-Bullying
I'm officially a fan!,Not-Bullying
"This is post-worthy.""",Not-Bullying
Your feed is a masterpiece.,Not-Bullying
You're a social media wizard.,Not-Bullying
This shot is a showstopper!,Not-Bullying
You're a trendsetter.,Not-Bullying
You make Instagram better.,Not-Bullying
Your content is top-notch.,Not-Bullying
This is Instagram royalty.,Not-Bullying
You're setting the bar high.,Not-Bullying
You're making waves on Insta!,Not-Bullying
This is art in its purest form.,Not-Bullying
You're a shining star.,Not-Bullying
Your feed is a treasure trove.,Not-Bullying
This shot is a game-changer.,Not-Bullying
You're a social media sensation.,Not-Bullying
Your posts are a breath of fresh air.,Not-Bullying
This is Instagram perfection!,Not-Bullying
You're a true social media guru.,Not-Bullying
Your photos are iconic.,Not-Bullying
You're a legend in the making,Not-Bullying
Sexy body,Bullying 
White people fucks,Bullying 
"Natural love is like a blooming flower, delicate and breathtaking in its simplicity.""",Not-Bullying
"""There's an undeniable beauty in the way natural love flows effortlessly, like a gentle river.""",Not-Bullying
"""In a world filled with chaos, natural love is a soothing melody that brings harmony to our hearts.""",Not-Bullying
"""The purity of natural love is like a beacon of light in the darkest of times, guiding us towards happiness.""",Not-Bullying
"""When two souls connect with genuine affection, it's a testament to the beauty of natural love.""",Not-Bullying
"""Natural love is the masterpiece of the heart, painted with the colors of sincerity and kindness.""",Not-Bullying
"""Just as nature's wonders leave us in awe, so does the magic of natural love.""",Not-Bullying
"""The most beautiful love stories are the ones that unfold naturally, like the pages of a cherished book.""",Not-Bullying
"""In the garden of life, natural love is the most exquisite blossom.""",Not-Bullying
"""The beauty of natural love lies in its authenticity; it's a treasure worth cherishing.""",Not-Bullying
Civil war broke out throughout all of Israel,Bullying 
"In what started as a surprise attack, Israel in 1967 defeated Egypt",Bullying 
Hoping to catch the Israeli army off guard,Bullying 
"The fighting went on for two weeks, until the UN adopted a resolution to stop the war",Bullying 
Palestinians launched suicide bombs,Bullying 
Wanna sex her alltime,Bullying 
Bitch bitch ,Bullying 
Muslims is bad for world,Bullying 
Israel went to war with Hezbollah,Bullying 
a Sunni Islamist militant group that assumed Palestinian power in 2006.,Bullying 
oth groups blame each other for terror attacks that kill civilians.,Bullying 
The United States is one of Israel’s closest allies,Bullying 
Israel has been plagued by unpredictable war and violence,Bullying 
Israeli authorities doubled down on policies to repress Palestinians and privilege Jewish Israelis.,Bullying 
Natural love is the essence of the human spirit.,Not-Bullying
It flows like a gentle river through the hearts of those who embrace it.,Not-Bullying
A hug from a loved one is a pure manifestation of natural love.,Not-Bullying
Love in its most genuine form is found in the simplicity of natural affection.,Not-Bullying
Nature's beauty mirrors the beauty of true love.,Not-Bullying
"Natural love is like a warm, comforting blanket for the soul.",Not-Bullying
It's the light that guides us through life's darkest moments.,Not-Bullying
"The bond of natural love is unbreakable, like the roots of an ancient tree.",Not-Bullying
"In the presence of natural love, all worries and fears fade away.",Not-Bullying
It's the music that soothes our hearts and makes life's journey worthwhile.,Not-Bullying
"Love in its purest form is natural, unforced, and unconditional.",Not-Bullying
"Like a sunrise, natural love brings warmth and hope to each new day.",Not-Bullying
It's the feeling of being home when you're in each other's arms.,Not-Bullying
The laughter shared between loved ones is the sweetest melody of natural love.,Not-Bullying
Natural love is a garden where kindness and tenderness bloom.,Not-Bullying
It's the kindness in a stranger's eyes and the warmth of their smile.,Not-Bullying
The beauty of natural love lies in its unpredictability and spontaneity.,Not-Bullying
"Love, in its most natural state, needs no grand gestures or extravagant words.",Not-Bullying
It's the gentle touch that says more than a thousand words ever could.,Not-Bullying
Natural love is the greatest masterpiece painted by the heart.,Not-Bullying
 you feel sexy,Bullying 
sex therapy expert,Bullying 
sex with them all day.,Bullying 
It’s hot to know someone is thinking about your pleasure,Bullying 
more open sexually,Bullying 
you care about their experience in the bedroom,Bullying 
Think of this phrase as sexual customer service,Bullying 
I want you to kiss every inch of my body.,Bullying 
I need to be inside of you,Bullying 
Fucking him,Bullying 
Hindu heaters,Bullying 
"Unlike you, who is hilariously ignorant and can't spell ""racist""",Bullying 
Kat is one nasty bitch,Bullying 
Show me some pictures of them beheading people and reinstating slavery.,Not-Bullying
.it's now in my tweets as proof if it comes true.  I knew he'd rig the 2013 draft so the Avs could get Seth Jones.,Bullying 
"If the Muslim world ever produced anything but tyrants, dictators, fascists, and fanatics we would support them.",Bullying 
 I dont even understand why girl sports are televised,Bullying 
if  I can stand anymore of the Butchers of Bimbo.,Bullying 
"Oh, look. Here's nero and wadhwa colluding, to borrow a term from the GG playbook.",Bullying 
"Pretty sure reverse moves the bus, not the land. ",Bullying 
the truth is that more Muslims are walking away from Islam than people are converting to it.  Education will now,Bullying 
 Real question is do feminist liberal bigots understand that different rules for men/women is sexism ,Bullying 
Thinkers are leaders and true leaders are thinkers.,Bullying 
Nations are built overtime. Civilizations are destroyed overnight.,Bullying 
The world has nothing to offer you if you don’t already have it inside of yourself.,Bullying 
A right minority is superior to a wrong majority.,Bullying 
"If you can lead a pack of wolves, it does not mean you can lead a pride of lions.",Bullying 
"In a crowd do not lose your individuality, and in your individuality do not lose the crowd.",Bullying 
"Money makes the world go round, but greed turns it upside down.",Bullying 
Any real nigga isn't letting this happen.,Bullying 
"the only thing i wish, i wish a nigga would",Bullying 
You saudias are not friends of Muslim idiots cheapless people,Bullying 
"Now in President Jokowi, the situation is better for Indonesian Chinese, but still sometimes threat from radical moslems such as the case of Ahok",Bullying 
Who were sentenced guilty of religious blasphemy of Islam,Bullying 
Fuckin nasty ass oh I feel like I can  pee bitch because you worm food,Bullying 
dark times ahead for non muslims. UK Hindus need realise labour are Islamist apologists.,Bullying 
 I think he doesn't want to be seen as extreme but surely he must know the threat the Islamists pose to all of us,Bullying 
 India had right path whereas Pakistan had Islam. ,Bullying 
"If you stand with nukes, then you stand against life and humanity. Simple as that.",Bullying 
we should have UCC. Madrasa should be controlled by govt like mandirs and no special reservation or rights for muslims just like Hindus.  ,Bullying 
"No funds for haj , no WAQF board. We live in a secular country",Bullying 
" They can't read, write, do math, or produce anything. But they can kill people, so they are good Muslims. ",Bullying 
The Muslims in bd are oppressing Hindus and we are supporting such radical nation  ?? ,Bullying 
"They have already destroyed  our textile industry  along with sending refugees ,",Bullying 
 distancing itself from the Sharif family and the leadership to form a new political part,Bullying 
"You dumb idiots, Why would Muslims who don't believe lord sri ram would visit ram mandir. ",Bullying 
 Muslim there is no such thing as a quranist ; Islam is derived from both Qur'an and sunnah,Bullying 
because it's no where mention in the Qur'an how to pray ?,Bullying 
Not. Muslim there is no such thing as a quranist,Bullying 
 Islam is derived from both Qur'an and sunnah ;,Bullying 
also how do you pray if you don't believe is sunnah and ahadith,Bullying 
; if you deny sunnah and ahadith you are.,Bullying 
"Yes, he welcomed Islamic terrorists to our white house, and refused to honor the Israeli prime minister",Bullying 
Would you force a Muslim to eat non-Halal? Or an Orthodox Jew to eat pork?,Bullying 
They're clearly discriminating against him by forcing him to go against his faith &amp; principles.,Bullying 
"You idiots,anti India critical of Modiji &amp; Shahji forCAA &amp;",Bullying 
"after lossing 3 state rahul khan Gandhi be like- abhi india ki okaat btake aata hu videsh me""kashmir is voilent state ,india have no democracy ",Bullying 
"All said and done, these idiots do not understand, by doi g these stupid stuff they are giving fodder to the anti Hindu ",Bullying 
estival gang to be more vocal against the Hindu festivals,Bullying 
 We know it can never become lindu rasthtra but it can definitely become Hindu Rashtra. ,Bullying 
 We know it can never become lindu rasthtra but it can definitely become Hindu Rashtra. Lindu means Islam.,Bullying 
Bitch ur a joke kno that !,Bullying 
girl this nigga make me sick to my stomach,Bullying 
Whats with loser ass niggas and quote retweeting eeeeverything,Bullying 
Again get a job nigger,Bullying 
"People have a choice, whether to feed the white or the black wolf. There are energetic phases of creation and destruction",Bullying 
"We call the destruction, evil BC that's the way it looks in the Light of day. We would understand this better if we did more Shadow work.",Bullying 
" called front runners Luka, nigga know better",Bullying 
 the same thing. And tbh most of the niggas that speak the most on it have no POV ,Bullying 
bout to not watch this laker game Z AD going piss me off . Nigga a weirdo,Bullying 
"Niggas try to be break focus, bitch",Bullying 
m quick to leave a nigga alone,Bullying 
just kill this man. This could the last eye for an eye Yall let happen but holy fuck most ppl want this man dead besides his dumb ass followers,Bullying 
i hate how i search up black porn n try to find sum fire ass ebonies n them snow bunnies b popping up ,Bullying 
Regular nigger with the bag saved,Bullying 
 realize that racism exists even when you're apart from that race right? ,Bullying 
black people out here who literally HATE their skin color. They wish they were lighter or born white,Bullying 
i love the way this nigga think,Bullying 
"It's a bond that withstands the test of time, like a rock in a stormy sea.",Not-Bullying
